facilityID,siteID,name,sampleDate,projectCode,cas_rn,analyte,fraction,relDepth,result,unit,detect,detectLimit,quantFlag,quantLimit,method,colMethod,resultType,matrix,medium,qualFlag,remark,county,huc8,type,aquifer,latitude,longitude
6,22090001,Avenue of the Saints Lake,06/26/2019 08:00:00,AMBLAKE-ISU,TURB,Turbidity,Total,,9.73,NTU,True,,,,ISU 2130-B,ISULAKE,Actual,MW,Water,,,Bremer,07080202,Lake,,42.710038,-92.536443
6,22090001,Avenue of the Saints Lake,06/26/2019 08:00:00,AMBLAKE-ISU,SPEC-COND,Specific conductance,Total,,183.39,uS/cm,True,,,,ISU 2510,ISULAKE,Actual,MW,Water,,,Bremer,07080202,Lake,,42.710038,-92.536443
6,22090001,Avenue of the Saints Lake,06/26/2019 08:00:00,AMBLAKE-ISU,TDS,Total dissolved solids,Total,,119.3,mg/l,True,,,,ISU 2510,ISULAKE,Actual,MW,Water,,,Bremer,07080202,Lake,,42.710038,-92.536443
6,22090001,Avenue of the Saints Lake,06/26/2019 08:00:00,AMBLAKE-ISU,TEMP-WATER,"Temperature, water",Total,,22.3,deg C,True,,,,ISU 2550,ISULAKE,Actual,MW,Water,,,Bremer,07080202,Lake,,42.710038,-92.536443
6,22090001,Avenue of the Saints Lake,06/26/2019 08:00:00,AMBLAKE-ISU,PH,pH,Total,,8.2,None,True,,,,ISU 4500-H,ISULAKE,Actual,MW,Water,,,Bremer,07080202,Lake,,42.710038,-92.536443
6,22090001,Avenue of the Saints Lake,06/26/2019 08:00:00,AMBLAKE-ISU,7782-44-7,Dissolved oxygen (DO),Total,,9.7,mg/l,True,,,,ISU 4500-O-G,ISULAKE,Actual,MW,Water,,,Bremer,07080202,Lake,,42.710038,-92.536443
6,22090001,Avenue of the Saints Lake,06/26/2019 08:00:00,AMBLAKE-ISU,DO-SAT,Dissolved oxygen saturation,Total,,111.3,%,True,,,,ISU 4500-O-G,ISULAKE,Actual,MW,Water,,,Bremer,07080202,Lake,,42.710038,-92.536443
6,22090001,Avenue of the Saints Lake,06/26/2019 08:00:00,AMBLAKE-ISU,DEPTH-BOTTOM,"Depth, bottom",Total,,5.9,m,True,,,,Unknown,ISULAKE,Actual,MW,Water,,,Bremer,07080202,Lake,,42.710038,-92.536443
6,22090001,Avenue of the Saints Lake,06/26/2019 08:00:00,AMBLAKE-ISU,DEPTH-SECCHI,"Depth, Secchi disk depth",Total,,0.525,m,True,,,,Unknown,ISULAKE,Actual,MW,Water,,,Bremer,07080202,Lake,,42.710038,-92.536443
6,22090001,Avenue of the Saints Lake,06/26/2019 08:00:00,AMBLAKE-ISU,DEPTH-THERMO,"Depth, thermocline",Total,,2,m,True,,,,Unknown,ISULAKE,Actual,MW,Water,,,Bremer,07080202,Lake,,42.710038,-92.536443
6,22090001,Avenue of the Saints Lake,06/26/2019 08:00:00,AMBLAKE-ISU,CAL-CARB,Calcium carbonate (AS CACO3),Total,,46.37,mg/l,True,,,,2320-B,ISULAKE,Actual,SW,Water,,,Bremer,07080202,Lake,,42.710038,-92.536443
6,22090001,Avenue of the Saints Lake,06/26/2019 08:00:00,AMBLAKE-ISU,TSS,Total suspended solids,Total,,7,mg/l,True,1.2,,,2540-D,ISULAKE,Actual,SW,Water,,,Bremer,07080202,Lake,,42.710038,-92.536443
6,22090001,Avenue of the Saints Lake,06/26/2019 08:00:00,AMBLAKE-ISU,TFSS,Fixed suspended solids,Total,,2.9999999999,mg/l,True,1.2,,,2540-E,ISULAKE,Actual,SW,Water,,,Bremer,07080202,Lake,,42.710038,-92.536443
6,22090001,Avenue of the Saints Lake,06/26/2019 08:00:00,AMBLAKE-ISU,7664-41-7,Ammonia (AS N),Dissolved,,0.001,mg/l,True,,,,350.1,ISULAKE,Calculated,SW,Water,,,Bremer,07080202,Lake,,42.710038,-92.536443
6,22090001,Avenue of the Saints Lake,06/26/2019 08:00:00,AMBLAKE-ISU,NIT-AMM,Ammonia-nitrogen (AS N),Dissolved,,0.01825,mg/l,True,0.0048,,,350.1,ISULAKE,Actual,SW,Water,,,Bremer,07080202,Lake,,42.710038,-92.536443
6,22090001,Avenue of the Saints Lake,06/26/2019 08:00:00,AMBLAKE-ISU,NIT-KJELD,Kjeldahl nitrogen (AS N),Total,,1.4,mg/l,True,0.2,,,351.2,ISULAKE,Actual,SW,Water,,,Bremer,07080202,Lake,,42.710038,-92.536443
6,22090001,Avenue of the Saints Lake,06/26/2019 08:00:00,AMBLAKE-ISU,NIT-NO3-NO2,Inorganic nitrogen (nitrate and nitrite) (AS N),Dissolved,,0.04,mg/l,False,0.04,,,353.2,ISULAKE,Actual,SW,Water,,,Bremer,07080202,Lake,,42.710038,-92.536443
6,22090001,Avenue of the Saints Lake,06/26/2019 08:00:00,AMBLAKE-ISU,14265-44-2,Orthophosphate (AS P),Dissolved,,0.1053,mg/l,True,0.0108,,,365.1,ISULAKE,Actual,SW,Water,,,Bremer,07080202,Lake,,42.710038,-92.536443
6,22090001,Avenue of the Saints Lake,06/26/2019 08:00:00,AMBLAKE-ISU,PHOSP-PHOSP,Phosphate-phosphorus (AS P),Total,,0.319,mg/l,True,0.02,,,365.1,ISULAKE,Actual,SW,Water,,,Bremer,07080202,Lake,,42.710038,-92.536443
6,22090001,Avenue of the Saints Lake,06/26/2019 08:00:00,AMBLAKE-ISU,479-61-8,Chlorophyll a,Filterable,,8.26,ug/l,True,1.20,,,445,ISULAKE,Actual,SW,Water,,,Bremer,07080202,Lake,,42.710038,-92.536443
6,22090001,Avenue of the Saints Lake,06/26/2019 08:00:00,AMBLAKE-ISU,77238-39-2,Microcystin,Total,,0.3,ug/l,False,0.3,,,ISU 546 OH,ISULAKE,Actual,SW,Water,,,Bremer,07080202,Lake,,42.710038,-92.536443
6,22090001,Avenue of the Saints Lake,06/26/2019 08:00:00,AMBLAKE-ISU,11016-15-2,Phycocyanin,Filterable,,16.7,ug/l,True,1.8,,,ISU PHYCOCYANIN 2017,ISULAKE,Actual,SW,Water,,,Bremer,07080202,Lake,,42.710038,-92.536443
6,22250001,Beaver Lake,06/11/2019 16:05:00,AMBLAKE-ISU,TURB,Turbidity,Total,,2.35,NTU,True,,,,ISU 2130-B,ISULAKE,Actual,MW,Water,,,Dallas,07100007,Lake,,41.532455,-94.212452
6,22250001,Beaver Lake,06/11/2019 16:05:00,AMBLAKE-ISU,SPEC-COND,Specific conductance,Total,,289.13,uS/cm,True,,,,ISU 2510,ISULAKE,Actual,MW,Water,,,Dallas,07100007,Lake,,41.532455,-94.212452
6,22250001,Beaver Lake,06/11/2019 16:05:00,AMBLAKE-ISU,TDS,Total dissolved solids,Total,,188,mg/l,True,,,,ISU 2510,ISULAKE,Actual,MW,Water,,,Dallas,07100007,Lake,,41.532455,-94.212452
6,22250001,Beaver Lake,06/11/2019 16:05:00,AMBLAKE-ISU,TEMP-WATER,"Temperature, water",Total,,23.4,deg C,True,,,,ISU 2550,ISULAKE,Actual,MW,Water,,,Dallas,07100007,Lake,,41.532455,-94.212452
6,22250001,Beaver Lake,06/11/2019 16:05:00,AMBLAKE-ISU,PH,pH,Total,,9.2,None,True,,,,ISU 4500-H,ISULAKE,Actual,MW,Water,,,Dallas,07100007,Lake,,41.532455,-94.212452
6,22250001,Beaver Lake,06/11/2019 16:05:00,AMBLAKE-ISU,7782-44-7,Dissolved oxygen (DO),Total,,13,mg/l,True,,,,ISU 4500-O-G,ISULAKE,Actual,MW,Water,,,Dallas,07100007,Lake,,41.532455,-94.212452
6,22250001,Beaver Lake,06/11/2019 16:05:00,AMBLAKE-ISU,DO-SAT,Dissolved oxygen saturation,Total,,152.7,%,True,,,,ISU 4500-O-G,ISULAKE,Actual,MW,Water,,,Dallas,07100007,Lake,,41.532455,-94.212452
6,22250001,Beaver Lake,06/11/2019 16:05:00,AMBLAKE-ISU,DEPTH-BOTTOM,"Depth, bottom",Total,,11,m,True,,,,Unknown,ISULAKE,Actual,MW,Water,,,Dallas,07100007,Lake,,41.532455,-94.212452
6,22250001,Beaver Lake,06/11/2019 16:05:00,AMBLAKE-ISU,DEPTH-SECCHI,"Depth, Secchi disk depth",Total,,0.875,m,True,,,,Unknown,ISULAKE,Actual,MW,Water,,,Dallas,07100007,Lake,,41.532455,-94.212452
6,22250001,Beaver Lake,06/11/2019 16:05:00,AMBLAKE-ISU,DEPTH-THERMO,"Depth, thermocline",Total,,2.6,m,True,,,,Unknown,ISULAKE,Actual,MW,Water,,,Dallas,07100007,Lake,,41.532455,-94.212452
6,22250001,Beaver Lake,06/11/2019 16:05:00,AMBLAKE-ISU,CAL-CARB,Calcium carbonate (AS CACO3),Total,,114.34,mg/l,True,,,,2320-B,ISULAKE,Actual,SW,Water,,,Dallas,07100007,Lake,,41.532455,-94.212452
6,22250001,Beaver Lake,06/11/2019 16:05:00,AMBLAKE-ISU,TSS,Total suspended solids,Total,,10,mg/l,True,1.2,,,2540-D,ISULAKE,Actual,SW,Water,,,Dallas,07100007,Lake,,41.532455,-94.212452
6,22250001,Beaver Lake,06/11/2019 16:05:00,AMBLAKE-ISU,TFSS,Fixed suspended solids,Total,,1.2,mg/l,False,1.2,,,2540-E,ISULAKE,Actual,SW,Water,,,Dallas,07100007,Lake,,41.532455,-94.212452
6,22250001,Beaver Lake,06/11/2019 16:05:00,AMBLAKE-ISU,7664-41-7,Ammonia (AS N),Dissolved,,0,mg/l,False,,,,350.1,ISULAKE,Calculated,SW,Water,,,Dallas,07100007,Lake,,41.532455,-94.212452
6,22250001,Beaver Lake,06/11/2019 16:05:00,AMBLAKE-ISU,NIT-AMM,Ammonia-nitrogen (AS N),Dissolved,,0.0048,mg/l,False,0.0048,,,350.1,ISULAKE,Actual,SW,Water,,,Dallas,07100007,Lake,,41.532455,-94.212452
6,22250001,Beaver Lake,06/11/2019 16:05:00,AMBLAKE-ISU,NIT-KJELD,Kjeldahl nitrogen (AS N),Total,,1.14,mg/l,True,0.2,,,351.2,ISULAKE,Actual,SW,Water,,,Dallas,07100007,Lake,,41.532455,-94.212452
6,22250001,Beaver Lake,06/11/2019 16:05:00,AMBLAKE-ISU,NIT-NO3-NO2,Inorganic nitrogen (nitrate and nitrite) (AS N),Dissolved,,2.7677,mg/l,True,0.04,,,353.2,ISULAKE,Actual,SW,Water,,,Dallas,07100007,Lake,,41.532455,-94.212452
6,22250001,Beaver Lake,06/11/2019 16:05:00,AMBLAKE-ISU,14265-44-2,Orthophosphate (AS P),Dissolved,,0.0108,mg/l,False,0.0108,,,365.1,ISULAKE,Actual,SW,Water,,,Dallas,07100007,Lake,,41.532455,-94.212452
6,22250001,Beaver Lake,06/11/2019 16:05:00,AMBLAKE-ISU,PHOSP-PHOSP,Phosphate-phosphorus (AS P),Total,,0.046,mg/l,True,0.02,,,365.1,ISULAKE,Actual,SW,Water,,,Dallas,07100007,Lake,,41.532455,-94.212452
6,22250001,Beaver Lake,06/11/2019 16:05:00,AMBLAKE-ISU,479-61-8,Chlorophyll a,Filterable,,2.73,ug/l,True,1.20,,,445,ISULAKE,Actual,SW,Water,,,Dallas,07100007,Lake,,41.532455,-94.212452
6,22250001,Beaver Lake,06/11/2019 16:05:00,AMBLAKE-ISU,77238-39-2,Microcystin,Total,,0.3,ug/l,False,0.3,,,ISU 546 OH,ISULAKE,Actual,SW,Water,,,Dallas,07100007,Lake,,41.532455,-94.212452
6,22250001,Beaver Lake,06/11/2019 16:05:00,AMBLAKE-ISU,11016-15-2,Phycocyanin,Filterable,,1256.2,ug/l,True,1.8,,,ISU PHYCOCYANIN 2017,ISULAKE,Actual,SW,Water,,,Dallas,07100007,Lake,,41.532455,-94.212452
6,22350001,Beeds Lake,06/26/2019 13:33:00,AMBLAKE-ISU,TURB,Turbidity,Total,,3.02,NTU,True,,,,ISU 2130-B,ISULAKE,Actual,MW,Water,,,Franklin,07080204,Lake,,42.769824,-93.237655
6,22350001,Beeds Lake,06/26/2019 13:33:00,AMBLAKE-ISU,SPEC-COND,Specific conductance,Total,,564.22,uS/cm,True,,,,ISU 2510,ISULAKE,Actual,MW,Water,,,Franklin,07080204,Lake,,42.769824,-93.237655
6,22350001,Beeds Lake,06/26/2019 13:33:00,AMBLAKE-ISU,TDS,Total dissolved solids,Total,,366.8,mg/l,True,,,,ISU 2510,ISULAKE,Actual,MW,Water,,,Franklin,07080204,Lake,,42.769824,-93.237655
6,22350001,Beeds Lake,06/26/2019 13:33:00,AMBLAKE-ISU,TEMP-WATER,"Temperature, water",Total,,21.4,deg C,True,,,,ISU 2550,ISULAKE,Actual,MW,Water,,,Franklin,07080204,Lake,,42.769824,-93.237655
6,22350001,Beeds Lake,06/26/2019 13:33:00,AMBLAKE-ISU,PH,pH,Total,,7.9,None,True,,,,ISU 4500-H,ISULAKE,Actual,MW,Water,,,Franklin,07080204,Lake,,42.769824,-93.237655
6,22350001,Beeds Lake,06/26/2019 13:33:00,AMBLAKE-ISU,7782-44-7,Dissolved oxygen (DO),Total,,8.4,mg/l,True,,,,ISU 4500-O-G,ISULAKE,Actual,MW,Water,,,Franklin,07080204,Lake,,42.769824,-93.237655
6,22350001,Beeds Lake,06/26/2019 13:33:00,AMBLAKE-ISU,DO-SAT,Dissolved oxygen saturation,Total,,95.3,%,True,,,,ISU 4500-O-G,ISULAKE,Actual,MW,Water,,,Franklin,07080204,Lake,,42.769824,-93.237655
6,22350001,Beeds Lake,06/26/2019 13:33:00,AMBLAKE-ISU,DEPTH-BOTTOM,"Depth, bottom",Total,,6.4,m,True,,,,Unknown,ISULAKE,Actual,MW,Water,,,Franklin,07080204,Lake,,42.769824,-93.237655
6,22350001,Beeds Lake,06/26/2019 13:33:00,AMBLAKE-ISU,DEPTH-SECCHI,"Depth, Secchi disk depth",Total,,2.5,m,True,,,,Unknown,ISULAKE,Actual,MW,Water,,,Franklin,07080204,Lake,,42.769824,-93.237655
6,22350001,Beeds Lake,06/26/2019 13:33:00,AMBLAKE-ISU,DEPTH-THERMO,"Depth, thermocline",Total,,3.4,m,True,,,,Unknown,ISULAKE,Actual,MW,Water,,,Franklin,07080204,Lake,,42.769824,-93.237655
6,22350001,Beeds Lake,06/26/2019 13:33:00,AMBLAKE-ISU,CAL-CARB,Calcium carbonate (AS CACO3),Total,,199.26,mg/l,True,,,,2320-B,ISULAKE,Actual,SW,Water,,,Franklin,07080204,Lake,,42.769824,-93.237655
6,22350001,Beeds Lake,06/26/2019 13:33:00,AMBLAKE-ISU,TSS,Total suspended solids,Total,,6,mg/l,True,1.2,,,2540-D,ISULAKE,Actual,SW,Water,,,Franklin,07080204,Lake,,42.769824,-93.237655
6,22350001,Beeds Lake,06/26/2019 13:33:00,AMBLAKE-ISU,TFSS,Fixed suspended solids,Total,,2.9999999999,mg/l,True,1.2,,,2540-E,ISULAKE,Actual,SW,Water,,,Franklin,07080204,Lake,,42.769824,-93.237655
6,22350001,Beeds Lake,06/26/2019 13:33:00,AMBLAKE-ISU,7664-41-7,Ammonia (AS N),Dissolved,,0.002,mg/l,True,,,,350.1,ISULAKE,Calculated,SW,Water,,,Franklin,07080204,Lake,,42.769824,-93.237655
6,22350001,Beeds Lake,06/26/2019 13:33:00,AMBLAKE-ISU,NIT-AMM,Ammonia-nitrogen (AS N),Dissolved,,0.0725,mg/l,True,0.0048,,,350.1,ISULAKE,Actual,SW,Water,,,Franklin,07080204,Lake,,42.769824,-93.237655
6,22350001,Beeds Lake,06/26/2019 13:33:00,AMBLAKE-ISU,NIT-KJELD,Kjeldahl nitrogen (AS N),Total,,0.69,mg/l,True,0.2,,,351.2,ISULAKE,Actual,SW,Water,,,Franklin,07080204,Lake,,42.769824,-93.237655
6,22350001,Beeds Lake,06/26/2019 13:33:00,AMBLAKE-ISU,NIT-NO3-NO2,Inorganic nitrogen (nitrate and nitrite) (AS N),Dissolved,,3.4503,mg/l,True,0.04,,,353.2,ISULAKE,Actual,SW,Water,,,Franklin,07080204,Lake,,42.769824,-93.237655
6,22350001,Beeds Lake,06/26/2019 13:33:00,AMBLAKE-ISU,14265-44-2,Orthophosphate (AS P),Dissolved,,0.01725,mg/l,True,0.0108,,,365.1,ISULAKE,Actual,SW,Water,,,Franklin,07080204,Lake,,42.769824,-93.237655
6,22350001,Beeds Lake,06/26/2019 13:33:00,AMBLAKE-ISU,PHOSP-PHOSP,Phosphate-phosphorus (AS P),Total,,0.0329,mg/l,True,0.02,,,365.1,ISULAKE,Actual,SW,Water,,,Franklin,07080204,Lake,,42.769824,-93.237655
6,22350001,Beeds Lake,06/26/2019 13:33:00,AMBLAKE-ISU,479-61-8,Chlorophyll a,Filterable,,1.28,ug/l,True,1.20,,,445,ISULAKE,Actual,SW,Water,,,Franklin,07080204,Lake,,42.769824,-93.237655
6,22350001,Beeds Lake,06/26/2019 13:33:00,AMBLAKE-ISU,77238-39-2,Microcystin,Total,,0.3,ug/l,False,0.3,,,ISU 546 OH,ISULAKE,Actual,SW,Water,,,Franklin,07080204,Lake,,42.769824,-93.237655
6,22350001,Beeds Lake,06/26/2019 13:33:00,AMBLAKE-ISU,11016-15-2,Phycocyanin,Filterable,,7.18,ug/l,True,1.8,,,ISU PHYCOCYANIN 2017,ISULAKE,Actual,SW,Water,,,Franklin,07080204,Lake,,42.769824,-93.237655
6,22300014,Big Spirit Lake,05/28/2019 13:46:00,AMBLAKE-ISU,TURB,Turbidity,Total,,2.76,NTU,True,,,,ISU 2130-B,ISULAKE,Actual,MW,Water,,,Dickinson,10230003,Lake,,43.480762,-95.083319
6,22300014,Big Spirit Lake,05/28/2019 13:46:00,AMBLAKE-ISU,SPEC-COND,Specific conductance,Total,,335.05,uS/cm,True,,,,ISU 2510,ISULAKE,Actual,MW,Water,,,Dickinson,10230003,Lake,,43.480762,-95.083319
6,22300014,Big Spirit Lake,05/28/2019 13:46:00,AMBLAKE-ISU,TEMP-WATER,"Temperature, water",Total,,15.3,deg C,True,,,,ISU 2550,ISULAKE,Actual,MW,Water,,,Dickinson,10230003,Lake,,43.480762,-95.083319
6,22300014,Big Spirit Lake,05/28/2019 13:46:00,AMBLAKE-ISU,PH,pH,Total,,8.3,None,True,,,,ISU 4500-H,ISULAKE,Actual,MW,Water,,,Dickinson,10230003,Lake,,43.480762,-95.083319
6,22300014,Big Spirit Lake,05/28/2019 13:46:00,AMBLAKE-ISU,7782-44-7,Dissolved oxygen (DO),Total,,9.2,mg/l,True,,,,ISU 4500-O-G,ISULAKE,Actual,MW,Water,,,Dickinson,10230003,Lake,,43.480762,-95.083319
6,22300014,Big Spirit Lake,05/28/2019 13:46:00,AMBLAKE-ISU,DO-SAT,Dissolved oxygen saturation,Total,,91.9,%,True,,,,ISU 4500-O-G,ISULAKE,Actual,MW,Water,,,Dickinson,10230003,Lake,,43.480762,-95.083319
6,22300014,Big Spirit Lake,05/28/2019 13:46:00,AMBLAKE-ISU,DEPTH-BOTTOM,"Depth, bottom",Total,,2.8,m,True,,,,Unknown,ISULAKE,Actual,MW,Water,,,Dickinson,10230003,Lake,,43.480762,-95.083319
6,22300014,Big Spirit Lake,05/28/2019 13:46:00,AMBLAKE-ISU,DEPTH-SECCHI,"Depth, Secchi disk depth",Total,,0.9,m,True,,,,Unknown,ISULAKE,Actual,MW,Water,,,Dickinson,10230003,Lake,,43.480762,-95.083319
6,22300014,Big Spirit Lake,05/28/2019 13:46:00,AMBLAKE-ISU,DEPTH-THERMO,"Depth, thermocline",Total,,0,,False,,,,Unknown,ISULAKE,Actual,MW,Water,,,Dickinson,10230003,Lake,,43.480762,-95.083319
6,22300014,Big Spirit Lake,05/28/2019 13:46:00,AMBLAKE-ISU,CAL-CARB,Calcium carbonate (AS CACO3),Total,,156.85,mg/l,True,,,,2320-B,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.480762,-95.083319
6,22300014,Big Spirit Lake,05/28/2019 13:46:00,AMBLAKE-ISU,TSS,Total suspended solids,Total,,1.2,mg/l,False,1.2,,,2540-D,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.480762,-95.083319
6,22300014,Big Spirit Lake,05/28/2019 13:46:00,AMBLAKE-ISU,TFSS,Fixed suspended solids,Total,,1.2,mg/l,False,1.2,,,2540-E,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.480762,-95.083319
6,22300014,Big Spirit Lake,05/28/2019 13:46:00,AMBLAKE-ISU,7664-41-7,Ammonia (AS N),Dissolved,,0,mg/l,False,,,,350.1,ISULAKE,Calculated,SW,Water,,,Dickinson,10230003,Lake,,43.480762,-95.083319
6,22300014,Big Spirit Lake,05/28/2019 13:46:00,AMBLAKE-ISU,NIT-AMM,Ammonia-nitrogen (AS N),Dissolved,,0.0072,mg/l,True,0.0048,,,350.1,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.480762,-95.083319
6,22300014,Big Spirit Lake,05/28/2019 13:46:00,AMBLAKE-ISU,NIT-KJELD,Kjeldahl nitrogen (AS N),Total,,0.58,mg/l,True,0.2,,,351.2,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.480762,-95.083319
6,22300014,Big Spirit Lake,05/28/2019 13:46:00,AMBLAKE-ISU,NIT-NO3-NO2,Inorganic nitrogen (nitrate and nitrite) (AS N),Dissolved,,0.303,mg/l,True,0.04,,,353.2,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.480762,-95.083319
6,22300014,Big Spirit Lake,05/28/2019 13:46:00,AMBLAKE-ISU,14265-44-2,Orthophosphate (AS P),Dissolved,,0.0108,mg/l,False,0.0108,,,365.1,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.480762,-95.083319
6,22300014,Big Spirit Lake,05/28/2019 13:46:00,AMBLAKE-ISU,PHOSP-PHOSP,Phosphate-phosphorus (AS P),Total,,0.0742,mg/l,True,0.02,,,365.1,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.480762,-95.083319
6,22300014,Big Spirit Lake,05/28/2019 13:46:00,AMBLAKE-ISU,479-61-8,Chlorophyll a,Filterable,,0.79,ug/l,True,1.20,,,445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.480762,-95.083319
6,22300014,Big Spirit Lake,05/28/2019 13:46:00,AMBLAKE-ISU,68583-22-2,Escherichia coli,Total,,10,MPN/100ml,True,10,,,9223-B,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.480762,-95.083319
6,22300014,Big Spirit Lake,05/28/2019 13:46:00,AMBLAKE-ISU,77238-39-2,Microcystin,Total,,0.3,ug/l,False,0.3,,,ISU 546 OH,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.480762,-95.083319
6,22300014,Big Spirit Lake,05/28/2019 13:46:00,AMBLAKE-ISU,11016-15-2,Phycocyanin,Filterable,,88.31,ug/l,True,1.8,,,ISU PHYCOCYANIN 2017,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.480762,-95.083319
6,22400004,Briggs Woods Lake,06/26/2019 15:04:00,AMBLAKE-ISU,TURB,Turbidity,Total,,8.36,NTU,True,,,,ISU 2130-B,ISULAKE,Actual,MW,Water,,,Hamilton,07100005,Lake,,42.432658,-93.79795
6,22400004,Briggs Woods Lake,06/26/2019 15:04:00,AMBLAKE-ISU,SPEC-COND,Specific conductance,Total,,247.99,uS/cm,True,,,,ISU 2510,ISULAKE,Actual,MW,Water,,,Hamilton,07100005,Lake,,42.432658,-93.79795
6,22400004,Briggs Woods Lake,06/26/2019 15:04:00,AMBLAKE-ISU,TDS,Total dissolved solids,Total,,161.3,mg/l,True,,,,ISU 2510,ISULAKE,Actual,MW,Water,,,Hamilton,07100005,Lake,,42.432658,-93.79795
6,22400004,Briggs Woods Lake,06/26/2019 15:04:00,AMBLAKE-ISU,TEMP-WATER,"Temperature, water",Total,,25.1,deg C,True,,,,ISU 2550,ISULAKE,Actual,MW,Water,,,Hamilton,07100005,Lake,,42.432658,-93.79795
6,22400004,Briggs Woods Lake,06/26/2019 15:04:00,AMBLAKE-ISU,PH,pH,Total,,8.3,None,True,,,,ISU 4500-H,ISULAKE,Actual,MW,Water,,,Hamilton,07100005,Lake,,42.432658,-93.79795
6,22400004,Briggs Woods Lake,06/26/2019 15:04:00,AMBLAKE-ISU,7782-44-7,Dissolved oxygen (DO),Total,,13.2,mg/l,True,,,,ISU 4500-O-G,ISULAKE,Actual,MW,Water,,,Hamilton,07100005,Lake,,42.432658,-93.79795
6,22400004,Briggs Woods Lake,06/26/2019 15:04:00,AMBLAKE-ISU,DO-SAT,Dissolved oxygen saturation,Total,,160.5,%,True,,,,ISU 4500-O-G,ISULAKE,Actual,MW,Water,,,Hamilton,07100005,Lake,,42.432658,-93.79795
6,22400004,Briggs Woods Lake,06/26/2019 15:04:00,AMBLAKE-ISU,DEPTH-BOTTOM,"Depth, bottom",Total,,8.9,m,True,,,,Unknown,ISULAKE,Actual,MW,Water,,,Hamilton,07100005,Lake,,42.432658,-93.79795
6,22400004,Briggs Woods Lake,06/26/2019 15:04:00,AMBLAKE-ISU,DEPTH-SECCHI,"Depth, Secchi disk depth",Total,,1.1,m,True,,,,Unknown,ISULAKE,Actual,MW,Water,,,Hamilton,07100005,Lake,,42.432658,-93.79795
6,22400004,Briggs Woods Lake,06/26/2019 15:04:00,AMBLAKE-ISU,DEPTH-THERMO,"Depth, thermocline",Total,,1.6,m,True,,,,Unknown,ISULAKE,Actual,MW,Water,,,Hamilton,07100005,Lake,,42.432658,-93.79795
6,22400004,Briggs Woods Lake,06/26/2019 15:04:00,AMBLAKE-ISU,CAL-CARB,Calcium carbonate (AS CACO3),Total,,101.89,mg/l,True,,,,2320-B,ISULAKE,Actual,SW,Water,,,Hamilton,07100005,Lake,,42.432658,-93.79795
6,22300010,Center Lake,05/28/2019 10:05:00,AMBLAKE-ISU,TURB,Turbidity,Total,,3.81,NTU,True,,,,ISU 2130-B,ISULAKE,Actual,MW,Water,,,Dickinson,10230003,Lake,,43.412442,-95.138753
6,22300010,Center Lake,05/28/2019 10:05:00,AMBLAKE-ISU,SPEC-COND,Specific conductance,Total,,454.09,uS/cm,True,,,,ISU 2510,ISULAKE,Actual,MW,Water,,,Dickinson,10230003,Lake,,43.412442,-95.138753
6,22300010,Center Lake,05/28/2019 10:05:00,AMBLAKE-ISU,TDS,Total dissolved solids,Total,,295.2,mg/l,True,,,,ISU 2510,ISULAKE,Actual,MW,Water,,,Dickinson,10230003,Lake,,43.412442,-95.138753
6,22300010,Center Lake,05/28/2019 10:05:00,AMBLAKE-ISU,TEMP-WATER,"Temperature, water",Total,,16.2,deg C,True,,,,ISU 2550,ISULAKE,Actual,MW,Water,,,Dickinson,10230003,Lake,,43.412442,-95.138753
6,22300010,Center Lake,05/28/2019 10:05:00,AMBLAKE-ISU,PH,pH,Total,,8.3,None,True,,,,ISU 4500-H,ISULAKE,Actual,MW,Water,,,Dickinson,10230003,Lake,,43.412442,-95.138753
6,22300010,Center Lake,05/28/2019 10:05:00,AMBLAKE-ISU,7782-44-7,Dissolved oxygen (DO),Total,,9.5,mg/l,True,,,,ISU 4500-O-G,ISULAKE,Actual,MW,Water,,,Dickinson,10230003,Lake,,43.412442,-95.138753
6,22300010,Center Lake,05/28/2019 10:05:00,AMBLAKE-ISU,DO-SAT,Dissolved oxygen saturation,Total,,97.1,%,True,,,,ISU 4500-O-G,ISULAKE,Actual,MW,Water,,,Dickinson,10230003,Lake,,43.412442,-95.138753
6,22300010,Center Lake,05/28/2019 10:05:00,AMBLAKE-ISU,DEPTH-BOTTOM,"Depth, bottom",Total,,4.8,m,True,,,,Unknown,ISULAKE,Actual,MW,Water,,,Dickinson,10230003,Lake,,43.412442,-95.138753
